Respondent_ID,Age_Group,City_Tier,Occupation,Monthly_Reading_Hours,Primary_Format,Reading_Motivation,Attention_Span,Aesthetic_Importance,Influence_Source,Design_Language,Comp_Tea_Coffee,Comp_Scented_Candle,Comp_Music,Comp_Snacks,Annotation_Style,Inv_Kindle,Inv_Reading_Light,Inv_Bookmarks,Inv_Scented_Candles,Inv_Planner,Favorite_Genre,Gifting_Frequency,Monthly_Lifestyle_Spend,Price_Threshold_Cheap,Price_Threshold_Expensive,Coffee_Benchmark,Customization_Premium,Eco_Importance,Material_Preference,AI_Trust,Subscription_Interest,Final_Intent
RESP_0097,25-34,Tier 3,Corporate,4,Physical Books,Learn/Grow,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,1,1,0,Sticky Tabs,0,0,1,1,1,Sci-Fi,1-3,2481,457,2349,No,Yes,2,Metallic,No,Monthly Surprise Box,No
RESP_0098,18-24,Tier 3,Corporate,13,Physical Books,Learn/Grow,15-30m,4,Social Media/Influencers,Dark Academia/Vintage,1,0,0,0,Digital Notes,0,0,0,0,1,Mythology/History,1-3,1201,351,2335,No,Yes,5,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_0099,18-24,Tier 3,Creative/Freelancer,9,Hybrid,Social Status,1hr+,5,Bestseller Lists,Dark Academia/Vintage,1,1,0,0,Dog-ear,1,1,0,1,0,Mythology/History,0,3418,374,2411,No,Yes,4,Genuine Leather,No,One-time Purchase,No
RESP_0100,35+,Tier 2,Student,7,Physical Books,Learn/Grow,30-60m,3,Bestseller Lists,Minimalist/Modern,0,0,1,1,None,1,1,1,0,0,Self-Help,1-3,9593,917,3563,Yes,No,5,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0101,18-24,Tier 1,Corporate,8,Hybrid,Digital Detox,30-60m,5,Bestseller Lists,Dark Academia/Vintage,0,1,0,1,Sticky Tabs,1,1,1,1,1,Romance,0,5423,664,2840,Yes,Yes,3,Metallic,No,One-time Purchase,Yes
RESP_0102,35+,Tier 2,Creative/Freelancer,100,Physical Books,Learn/Grow,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,1,1,0,1,Dog-ear,1,0,1,1,0,Mythology/History,1-3,2879,469,1928,No,Yes,4,Recycled Wood,No,One-time Purchase,Maybe
RESP_0103,25-34,Tier 1,Corporate,8,E-books/Kindle,Digital Detox,30-60m,1,Peer Recommendations,Minimalist/Modern,1,0,0,0,Sticky Tabs,1,0,1,0,1,Romance,1-3,5018,462,1838,Yes,No,4,Handloom Fabric,Yes,One-time Purchase,No
RESP_0104,18-24,Tier 1,Student,7,E-books/Kindle,Learn/Grow,30-60m,1,Peer Recommendations,Minimalist/Modern,1,0,1,0,Digital Notes,0,0,0,0,1,Romance,1-3,7774,641,2665,Yes,No,4,Metallic,No,One-time Purchase,No
RESP_0105,25-34,Tier 3,Creative/Freelancer,8,Audiobooks,Learn/Grow,30-60m,1,Peer Recommendations,Minimalist/Modern,1,0,0,0,Dog-ear,0,0,0,0,0,Romance,4-6,180811,605,2354,No,No,2,Metallic,Yes,Monthly Surprise Box,No
RESP_0106,25-34,Tier 1,Student,11,Physical Books,Learn/Grow,15-30m,3,Social Media/Influencers,Minimalist/Modern,0,0,0,0,None,0,1,0,0,0,Romance,0,15148,1169,4338,Yes,Yes,3,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_0107,35+,Tier 2,Student,7,Physical Books,Social Status,15-30m,1,Peer Recommendations,Minimalist/Modern,1,0,0,1,Digital Notes,1,0,1,0,0,Romance,1-3,120808,650,2521,No,No,4,Recycled Wood,No,Monthly Surprise Box,No
RESP_0108,35+,Tier 2,Corporate,7,Physical Books,Digital Detox,<15m,4,Bestseller Lists,Traditional Indian/Ikat,1,1,1,1,None,0,1,0,1,1,Sci-Fi,1-3,5699,710,2799,Yes,Yes,1,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_0109,18-24,Tier 2,Student,12,E-books/Kindle,Digital Detox,15-30m,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,None,1,0,0,1,0,Self-Help,1-3,4630,663,2830,No,Yes,5,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0110,25-34,Tier 2,Corporate,5,E-books/Kindle,Digital Detox,30-60m,1,Peer Recommendations,Minimalist/Modern,0,0,0,1,None,1,0,0,0,1,Thriller/Mystery,1-3,3791,433,1795,No,No,3,Metallic,No,Monthly Surprise Box,No
RESP_0111,18-24,Tier 1,Corporate,12,Audiobooks,Social Status,<15m,2,Social Media/Influencers,Minimalist/Modern,1,1,1,1,Sticky Tabs,0,1,0,1,1,Self-Help,1-3,9113,722,3167,Yes,No,4,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0112,35+,Tier 1,Creative/Freelancer,6,Hybrid,Social Status,30-60m,5,Bestseller Lists,Dark Academia/Vintage,0,0,1,0,Dog-ear,1,0,1,0,1,Romance,1-3,6900,767,3150,Yes,Yes,3,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0113,18-24,Tier 3,Other,14,Hybrid,Digital Detox,30-60m,5,Peer Recommendations,Traditional Indian/Ikat,1,1,1,1,Dog-ear,1,0,1,1,1,Self-Help,1-3,4565,521,2634,No,Yes,3,Recycled Wood,No,One-time Purchase,Yes
RESP_0114,25-34,Tier 1,Student,8,Physical Books,Social Status,30-60m,3,Bestseller Lists,Minimalist/Modern,0,0,0,1,Dog-ear,0,1,1,0,0,Self-Help,0,7045,692,2402,Yes,No,2,Metallic,Yes,One-time Purchase,No
RESP_0115,35+,Tier 3,Corporate,6,Hybrid,Social Status,15-30m,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,Dog-ear,1,0,1,0,1,Mythology/History,1-3,1436,384,2228,No,No,2,Handloom Fabric,No,One-time Purchase,No
RESP_0116,18-24,Tier 3,Creative/Freelancer,11,Physical Books,Digital Detox,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,1,Dog-ear,1,0,1,0,0,Mythology/History,4-6,5712,568,2318,Yes,Yes,2,Metallic,Yes,One-time Purchase,Yes
RESP_0117,18-24,Tier 3,Student,8,Audiobooks,Digital Detox,30-60m,3,Bestseller Lists,Minimalist/Modern,1,1,0,0,Dog-ear,0,1,0,1,1,Thriller/Mystery,1-3,2385,387,2329,No,Yes,5,Handloom Fabric,No,Monthly Surprise Box,Maybe
RESP_0118,25-34,Tier 1,Other,7,Hybrid,Escape/Relax,30-60m,4,Peer Recommendations,Dark Academia/Vintage,1,1,0,0,Dog-ear,0,1,0,1,0,Romance,1-3,4107,594,2853,No,Yes,1,Metallic,No,One-time Purchase,Yes
RESP_0119,18-24,Tier 3,Corporate,8,Audiobooks,Learn/Grow,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,1,1,Dog-ear,1,0,0,0,1,Thriller/Mystery,1-3,4569,529,2574,No,No,1,Recycled Wood,No,One-time Purchase,No
RESP_0120,35+,Tier 1,Student,4,E-books/Kindle,Escape/Relax,15-30m,2,Peer Recommendations,Minimalist/Modern,1,0,1,0,Dog-ear,1,0,0,0,0,Sci-Fi,0,5366,537,2103,Yes,No,4,Metallic,Yes,Monthly Surprise Box,No
RESP_0121,25-34,Tier 2,Corporate,10,Physical Books,Escape/Relax,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,0,Digital Notes,1,0,1,1,1,Mythology/History,1-3,10615,897,3080,Yes,No,5,Genuine Leather,Yes,One-time Purchase,No
RESP_0122,35+,Tier 1,Creative/Freelancer,7,Physical Books,Escape/Relax,30-60m,3,Social Media/Influencers,Minimalist/Modern,1,1,1,1,Dog-ear,0,0,1,1,1,Self-Help,4-6,8031,683,2385,Yes,No,2,Metallic,No,One-time Purchase,No
RESP_0123,18-24,Tier 1,Corporate,8,E-books/Kindle,Learn/Grow,<15m,4,Social Media/Influencers,Dark Academia/Vintage,1,0,0,1,Sticky Tabs,0,1,0,0,1,Self-Help,4-6,9480,730,2716,Yes,Yes,2,Handloom Fabric,No,Monthly Surprise Box,Yes
RESP_0124,25-34,Tier 3,Corporate,8,Physical Books,Digital Detox,15-30m,2,Peer Recommendations,Minimalist/Modern,0,0,0,1,Digital Notes,0,0,1,1,1,Self-Help,0,2804,569,1941,No,No,3,Genuine Leather,Yes,One-time Purchase,No
RESP_0125,25-34,Tier 1,Corporate,12,Hybrid,Escape/Relax,15-30m,5,Peer Recommendations,Traditional Indian/Ikat,0,1,1,0,Digital Notes,1,0,0,1,1,Sci-Fi,1-3,15567,1002,3288,Yes,Yes,1,Genuine Leather,Yes,Monthly Surprise Box,Yes
RESP_0126,25-34,Tier 3,Corporate,6,Physical Books,Social Status,<15m,1,Peer Recommendations,Minimalist/Modern,1,0,1,0,Digital Notes,0,0,1,0,1,Mythology/History,1-3,4008,472,2602,No,No,2,Recycled Wood,No,Monthly Surprise Box,No
RESP_0127,25-34,Tier 2,Creative/Freelancer,5,Physical Books,Learn/Grow,<15m,2,Peer Recommendations,Minimalist/Modern,0,1,1,0,Dog-ear,0,0,0,1,1,Romance,4-6,9539,769,2725,Yes,No,2,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0128,25-34,Tier 1,Creative/Freelancer,12,Physical Books,Escape/Relax,30-60m,2,Peer Recommendations,Minimalist/Modern,0,1,0,0,Dog-ear,0,1,1,1,0,Romance,1-3,11920,918,2982,Yes,No,2,Metallic,No,One-time Purchase,No
RESP_0129,18-24,Tier 2,Corporate,10,Physical Books,Social Status,30-60m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Dog-ear,0,0,1,0,1,Sci-Fi,0,198499,650,2427,Yes,No,4,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0130,35+,Tier 1,Corporate,9,Physical Books,Escape/Relax,15-30m,2,Peer Recommendations,Minimalist/Modern,1,0,1,0,None,0,0,1,0,1,Thriller/Mystery,1-3,9165,794,2490,Yes,Yes,3,Genuine Leather,No,One-time Purchase,Maybe
RESP_0131,25-34,Tier 3,Corporate,8,Physical Books,Social Status,15-30m,5,Bestseller Lists,Dark Academia/Vintage,0,0,1,0,None,1,0,1,0,1,Romance,1-3,1315,390,1709,No,Yes,2,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_0132,25-34,Tier 1,Student,8,E-books/Kindle,Social Status,30-60m,2,Social Media/Influencers,Minimalist/Modern,1,0,0,0,Dog-ear,1,1,1,0,1,Romance,1-3,9972,838,3352,Yes,No,1,Handloom Fabric,Yes,Monthly Surprise Box,No
RESP_0133,18-24,Tier 2,Student,11,Audiobooks,Escape/Relax,30-60m,1,Peer Recommendations,Minimalist/Modern,1,1,1,0,Dog-ear,0,1,0,1,0,Self-Help,1-3,8980,792,2504,Yes,No,4,Genuine Leather,No,Monthly Surprise Box,No
RESP_0134,25-34,Tier 3,Student,7,Hybrid,Social Status,15-30m,2,Bestseller Lists,Minimalist/Modern,1,0,1,0,Sticky Tabs,1,0,1,0,1,Mythology/History,0,4469,714,2619,No,Yes,4,Metallic,No,Monthly Surprise Box,Maybe
RESP_0135,25-34,Tier 3,Student,10,Audiobooks,Escape/Relax,15-30m,3,Bestseller Lists,Minimalist/Modern,0,1,1,1,Digital Notes,0,0,1,1,0,Romance,1-3,2767,461,2133,No,No,5,Metallic,No,Monthly Surprise Box,No
RESP_0136,25-34,Tier 1,Corporate,8,Audiobooks,Social Status,30-60m,4,Bestseller Lists,Dark Academia/Vintage,0,1,1,1,Dog-ear,1,0,1,1,1,Self-Help,1-3,7979,889,3211,Yes,Yes,5,Genuine Leather,No,One-time Purchase,Maybe
RESP_0137,18-24,Tier 2,Corporate,11,Physical Books,Escape/Relax,15-30m,3,Bestseller Lists,Minimalist/Modern,0,0,0,0,Digital Notes,0,0,1,0,1,Sci-Fi,1-3,3605,489,2502,No,No,3,Metallic,No,One-time Purchase,No
RESP_0138,25-34,Tier 3,Creative/Freelancer,10,Hybrid,Social Status,30-60m,4,Bestseller Lists,Dark Academia/Vintage,1,1,0,0,Sticky Tabs,1,0,1,1,0,Thriller/Mystery,4-6,2350,503,2260,No,Yes,5,Recycled Wood,No,One-time Purchase,Yes
RESP_0139,25-34,Tier 3,Creative/Freelancer,13,Physical Books,Digital Detox,30-60m,5,Peer Recommendations,Dark Academia/Vintage,1,1,0,0,Sticky Tabs,0,1,1,1,1,Mythology/History,1-3,3847,574,2141,No,Yes,3,Handloom Fabric,No,One-time Purchase,Yes
RESP_0140,18-24,Tier 1,Student,15,Hybrid,Digital Detox,30-60m,2,Bestseller Lists,Minimalist/Modern,1,0,0,0,Dog-ear,0,0,0,0,1,Self-Help,7+,13612,1068,4083,Yes,No,3,Recycled Wood,No,One-time Purchase,No
RESP_0141,18-24,Tier 2,Corporate,13,Hybrid,Escape/Relax,<15m,1,Peer Recommendations,Minimalist/Modern,0,1,1,0,Digital Notes,1,1,0,1,1,Self-Help,1-3,10716,900,3392,Yes,Yes,4,Metallic,No,Monthly Surprise Box,Yes
RESP_0142,25-34,Tier 1,Other,5,Physical Books,Digital Detox,30-60m,3,Peer Recommendations,Minimalist/Modern,1,0,1,1,None,0,0,1,0,1,Sci-Fi,7+,6647,686,2395,Yes,No,1,Recycled Wood,Yes,Monthly Surprise Box,No
RESP_0143,35+,Tier 2,Other,7,Audiobooks,Digital Detox,30-60m,5,Peer Recommendations,Dark Academia/Vintage,0,1,1,0,Sticky Tabs,1,1,1,1,0,Romance,1-3,4811,489,2079,No,Yes,2,Metallic,Yes,Monthly Surprise Box,Maybe
RESP_0144,35+,Tier 1,Student,3,Physical Books,Digital Detox,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,0,1,1,0,Dog-ear,0,1,0,1,1,Mythology/History,1-3,4809,475,1787,No,Yes,2,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0145,35+,Tier 1,Student,7,Physical Books,Digital Detox,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,1,0,0,Digital Notes,0,0,1,1,1,Romance,4-6,7634,845,3401,Yes,No,5,Genuine Leather,No,Monthly Surprise Box,No
RESP_0146,35+,Tier 2,Student,5,Hybrid,Learn/Grow,1hr+,2,Peer Recommendations,Minimalist/Modern,1,0,1,0,Dog-ear,1,0,0,0,0,Romance,1-3,3877,593,2428,No,No,4,Metallic,No,One-time Purchase,No
RESP_0147,18-24,Tier 3,Corporate,7,E-books/Kindle,Escape/Relax,30-60m,4,Peer Recommendations,Dark Academia/Vintage,1,1,1,1,Dog-ear,1,1,0,1,1,Self-Help,0,1789,510,2225,No,Yes,4,Recycled Wood,Yes,One-time Purchase,No
RESP_0148,25-34,Tier 2,Corporate,14,Hybrid,Social Status,15-30m,4,Social Media/Influencers,Dark Academia/Vintage,0,1,0,0,Sticky Tabs,0,0,0,1,1,Romance,0,5616,684,2546,Yes,Yes,4,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_0149,25-34,Tier 3,Student,9,E-books/Kindle,Escape/Relax,1hr+,2,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Sticky Tabs,1,0,0,0,0,Romance,0,3174,473,1824,No,No,1,Metallic,No,Monthly Surprise Box,No
RESP_0150,18-24,Tier 2,Student,16,Audiobooks,Social Status,30-60m,1,Bestseller Lists,Minimalist/Modern,1,0,0,0,Dog-ear,0,1,0,0,0,Sci-Fi,1-3,2132,361,1791,No,Yes,2,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_0151,18-24,Tier 1,Corporate,9,Hybrid,Social Status,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,1,1,0,0,Digital Notes,1,0,0,1,1,Mythology/History,7+,11357,849,2807,Yes,Yes,4,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_0152,18-24,Tier 1,Creative/Freelancer,9,Physical Books,Social Status,1hr+,1,Peer Recommendations,Minimalist/Modern,1,0,1,1,Sticky Tabs,0,1,1,0,0,Self-Help,1-3,14418,1037,3164,Yes,Yes,2,Metallic,No,One-time Purchase,Yes
RESP_0153,18-24,Tier 1,Other,10,Audiobooks,Social Status,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,0,0,0,None,0,0,0,0,0,Sci-Fi,4-6,3862,535,2086,No,No,4,Recycled Wood,No,Monthly Surprise Box,No
RESP_0154,25-34,Tier 1,Corporate,4,Hybrid,Digital Detox,30-60m,3,Bestseller Lists,Minimalist/Modern,1,0,0,0,Sticky Tabs,1,0,1,0,1,Thriller/Mystery,7+,8912,844,3112,Yes,Yes,3,Genuine Leather,No,One-time Purchase,Maybe
RESP_0155,25-34,Tier 1,Other,6,E-books/Kindle,Digital Detox,30-60m,5,Peer Recommendations,Dark Academia/Vintage,1,1,1,1,None,1,0,0,1,1,Sci-Fi,1-3,13827,993,3716,Yes,Yes,2,Genuine Leather,Yes,One-time Purchase,Yes
RESP_0156,18-24,Tier 2,Corporate,9,E-books/Kindle,Escape/Relax,<15m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,Dog-ear,1,0,1,0,1,Self-Help,1-3,149420,654,2206,No,No,5,Recycled Wood,No,Monthly Surprise Box,No
RESP_0157,25-34,Tier 1,Other,8,E-books/Kindle,Escape/Relax,15-30m,1,Bestseller Lists,Minimalist/Modern,0,0,0,0,Sticky Tabs,1,0,1,1,1,Sci-Fi,1-3,8246,674,2675,Yes,Yes,4,Recycled Wood,Yes,Monthly Surprise Box,Maybe
RESP_0158,25-34,Tier 3,Student,12,Physical Books,Digital Detox,<15m,5,Bestseller Lists,Traditional Indian/Ikat,0,1,1,0,Dog-ear,0,0,1,1,0,Romance,1-3,1575,523,1942,No,Yes,3,Recycled Wood,No,Monthly Surprise Box,Maybe
RESP_0159,18-24,Tier 1,Corporate,8,E-books/Kindle,Digital Detox,15-30m,5,Peer Recommendations,Dark Academia/Vintage,1,1,1,1,Sticky Tabs,0,0,0,1,1,Romance,1-3,8856,647,2404,Yes,Yes,2,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_0160,18-24,Tier 2,Corporate,2,E-books/Kindle,Social Status,15-30m,1,Peer Recommendations,Minimalist/Modern,0,0,1,0,Dog-ear,1,1,1,0,1,Self-Help,7+,4308,564,2789,No,No,3,Genuine Leather,No,Monthly Surprise Box,No
RESP_0161,35+,Tier 1,Corporate,7,Physical Books,Social Status,15-30m,1,Bestseller Lists,Minimalist/Modern,1,1,1,1,Dog-ear,0,0,1,1,1,Thriller/Mystery,4-6,11664,876,3064,Yes,No,1,Genuine Leather,No,One-time Purchase,No
RESP_0162,18-24,Tier 1,Student,7,Physical Books,Social Status,15-30m,3,Bestseller Lists,Minimalist/Modern,1,0,1,1,Digital Notes,0,0,1,0,0,Sci-Fi,4-6,12473,966,3176,Yes,No,1,Metallic,Yes,Monthly Surprise Box,No
RESP_0163,18-24,Tier 2,Corporate,11,E-books/Kindle,Social Status,30-60m,5,Social Media/Influencers,Traditional Indian/Ikat,0,1,1,0,Dog-ear,1,0,0,1,1,Sci-Fi,0,2808,490,2124,No,Yes,2,Recycled Wood,Yes,One-time Purchase,Maybe
RESP_0164,25-34,Tier 1,Corporate,10,Physical Books,Digital Detox,15-30m,3,Peer Recommendations,Minimalist/Modern,1,1,0,0,Sticky Tabs,1,0,1,1,1,Sci-Fi,1-3,11272,983,3824,Yes,Yes,4,Metallic,Yes,Monthly Surprise Box,Maybe
RESP_0165,18-24,Tier 1,Corporate,10,E-books/Kindle,Social Status,1hr+,3,Bestseller Lists,Minimalist/Modern,1,0,1,1,Sticky Tabs,1,0,1,1,1,Self-Help,1-3,6790,719,2584,Yes,No,2,Recycled Wood,No,One-time Purchase,No
RESP_0166,25-34,Tier 2,Corporate,8,Audiobooks,Escape/Relax,15-30m,4,Peer Recommendations,Dark Academia/Vintage,1,1,1,0,Digital Notes,0,0,1,1,1,Mythology/History,0,6648,578,2932,Yes,Yes,5,Handloom Fabric,No,One-time Purchase,No
RESP_0167,18-24,Tier 1,Other,12,E-books/Kindle,Learn/Grow,30-60m,5,Bestseller Lists,Traditional Indian/Ikat,1,1,1,1,Sticky Tabs,1,0,0,1,0,Thriller/Mystery,4-6,7134,567,2340,Yes,Yes,1,Metallic,Yes,One-time Purchase,Yes
RESP_0168,18-24,Tier 1,Corporate,12,Physical Books,Learn/Grow,<15m,5,Bestseller Lists,Traditional Indian/Ikat,0,1,1,0,Sticky Tabs,0,0,1,1,1,Romance,1-3,3433,406,2199,No,Yes,4,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0169,25-34,Tier 1,Creative/Freelancer,10,Physical Books,Learn/Grow,30-60m,5,Peer Recommendations,Traditional Indian/Ikat,1,0,0,0,Digital Notes,0,0,0,0,1,Mythology/History,7+,7737,846,2723,Yes,Yes,3,Metallic,No,One-time Purchase,Maybe
RESP_0170,18-24,Tier 1,Creative/Freelancer,6,E-books/Kindle,Social Status,15-30m,2,Social Media/Influencers,Minimalist/Modern,0,0,1,0,Dog-ear,0,0,0,1,1,Mythology/History,1-3,2235,382,1701,No,No,1,Metallic,Yes,One-time Purchase,No
RESP_0171,18-24,Tier 3,Corporate,13,Audiobooks,Learn/Grow,15-30m,4,Social Media/Influencers,Traditional Indian/Ikat,0,1,0,0,Digital Notes,0,1,0,1,1,Mythology/History,1-3,3936,481,2177,No,Yes,4,Recycled Wood,No,One-time Purchase,Maybe
RESP_0172,18-24,Tier 2,Corporate,10,E-books/Kindle,Social Status,1hr+,2,Peer Recommendations,Minimalist/Modern,1,0,1,0,Digital Notes,1,1,1,0,1,Mythology/History,1-3,7753,806,3091,Yes,No,3,Metallic,No,One-time Purchase,No
RESP_0173,25-34,Tier 1,Corporate,6,Hybrid,Learn/Grow,30-60m,1,Bestseller Lists,Minimalist/Modern,1,0,1,0,None,1,0,0,0,1,Self-Help,7+,4969,662,2583,No,No,2,Metallic,No,Monthly Surprise Box,No
RESP_0174,18-24,Tier 1,Corporate,10,E-books/Kindle,Learn/Grow,15-30m,4,Bestseller Lists,Traditional Indian/Ikat,0,1,1,0,Digital Notes,1,0,0,1,1,Thriller/Mystery,7+,12358,1094,4083,Yes,Yes,2,Genuine Leather,Yes,One-time Purchase,Maybe
RESP_0175,25-34,Tier 1,Creative/Freelancer,7,Hybrid,Social Status,<15m,3,Bestseller Lists,Minimalist/Modern,1,0,1,1,None,1,0,0,0,1,Self-Help,1-3,5170,613,2539,Yes,Yes,5,Metallic,No,Monthly Surprise Box,Maybe
RESP_0176,25-34,Tier 1,Other,11,Hybrid,Escape/Relax,<15m,4,Bestseller Lists,Dark Academia/Vintage,0,1,1,1,Sticky Tabs,1,0,0,1,1,Sci-Fi,0,8976,680,3169,Yes,Yes,5,Metallic,No,Monthly Surprise Box,Maybe
RESP_0177,35+,Tier 1,Student,6,Physical Books,Social Status,<15m,2,Bestseller Lists,Minimalist/Modern,1,0,1,1,Dog-ear,0,0,1,0,0,Romance,1-3,9113,752,2984,Yes,No,2,Metallic,No,One-time Purchase,No
RESP_0178,25-34,Tier 2,Corporate,11,Audiobooks,Digital Detox,30-60m,3,Peer Recommendations,Minimalist/Modern,0,0,0,1,Sticky Tabs,0,0,1,0,1,Sci-Fi,0,8107,870,3022,Yes,No,5,Recycled Wood,No,One-time Purchase,No
RESP_0179,18-24,Tier 2,Corporate,9,Hybrid,Learn/Grow,15-30m,5,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,1,Digital Notes,1,0,0,1,1,Romance,0,11598,779,2712,Yes,Yes,3,Metallic,No,One-time Purchase,Maybe
RESP_0180,35+,Tier 3,Creative/Freelancer,7,Hybrid,Escape/Relax,1hr+,3,Bestseller Lists,Minimalist/Modern,1,0,0,1,None,1,0,0,1,0,Romance,1-3,3808,481,1880,No,No,3,Metallic,No,One-time Purchase,No
RESP_0181,25-34,Tier 2,Student,10,Physical Books,Social Status,15-30m,2,Peer Recommendations,Minimalist/Modern,1,0,1,1,Dog-ear,0,0,0,0,0,Romance,1-3,4393,529,2582,No,No,3,Recycled Wood,No,Monthly Surprise Box,No
RESP_0182,25-34,Tier 3,Creative/Freelancer,10,E-books/Kindle,Social Status,15-30m,4,Social Media/Influencers,Traditional Indian/Ikat,1,1,0,0,Dog-ear,1,1,0,1,1,Romance,4-6,5351,593,2464,Yes,Yes,5,Handloom Fabric,No,One-time Purchase,Yes
RESP_0183,25-34,Tier 2,Other,4,Physical Books,Social Status,15-30m,3,Peer Recommendations,Minimalist/Modern,0,0,1,0,Digital Notes,1,0,1,1,1,Sci-Fi,1-3,3118,457,2560,No,No,3,Genuine Leather,Yes,One-time Purchase,No
RESP_0184,25-34,Tier 1,Corporate,14,Physical Books,Digital Detox,15-30m,1,Bestseller Lists,Minimalist/Modern,0,0,0,1,Sticky Tabs,1,1,1,0,1,Thriller/Mystery,1-3,8889,892,3279,Yes,No,5,Recycled Wood,No,One-time Purchase,No
RESP_0185,18-24,Tier 2,Student,4,Physical Books,Learn/Grow,15-30m,3,Bestseller Lists,Minimalist/Modern,1,0,1,1,Dog-ear,0,0,1,0,1,Romance,1-3,5967,679,2695,Yes,No,1,Genuine Leather,Yes,Monthly Surprise Box,No
RESP_0186,18-24,Tier 1,Student,7,Audiobooks,Learn/Grow,15-30m,4,Social Media/Influencers,Dark Academia/Vintage,0,1,0,0,Digital Notes,0,0,1,1,0,Mythology/History,1-3,13038,859,3267,Yes,Yes,1,Handloom Fabric,No,One-time Purchase,Maybe
RESP_0187,25-34,Tier 2,Corporate,8,Physical Books,Escape/Relax,<15m,5,Peer Recommendations,Traditional Indian/Ikat,1,1,0,0,Dog-ear,0,0,1,1,1,Romance,4-6,11351,840,3107,Yes,Yes,1,Metallic,No,One-time Purchase,Maybe
RESP_0188,18-24,Tier 3,Corporate,13,Physical Books,Social Status,30-60m,5,Peer Recommendations,Traditional Indian/Ikat,1,1,0,0,None,0,0,1,1,1,Self-Help,1-3,3000,493,2115,No,Yes,1,Metallic,No,One-time Purchase,Maybe
RESP_0189,25-34,Tier 1,Other,8,E-books/Kindle,Social Status,30-60m,5,Social Media/Influencers,Dark Academia/Vintage,0,1,0,1,Sticky Tabs,1,0,0,1,0,Romance,1-3,6737,709,2423,Yes,Yes,3,Handloom Fabric,Yes,One-time Purchase,Maybe
RESP_0190,25-34,Tier 3,Student,17,Physical Books,Social Status,1hr+,4,Peer Recommendations,Traditional Indian/Ikat,1,1,0,1,Digital Notes,0,1,1,1,1,Romance,1-3,4270,590,2549,No,Yes,4,Genuine Leather,No,Monthly Surprise Box,Yes
RESP_0191,25-34,Tier 3,Other,10,Physical Books,Escape/Relax,15-30m,2,Peer Recommendations,Minimalist/Modern,0,0,1,1,None,0,1,1,1,0,Self-Help,1-3,162699,608,2241,No,Yes,4,Genuine Leather,Yes,One-time Purchase,No
RESP_0192,25-34,Tier 1,Student,100,Physical Books,Learn/Grow,15-30m,1,Bestseller Lists,Minimalist/Modern,0,0,1,1,Dog-ear,0,0,0,0,0,Mythology/History,1-3,9193,903,2778,Yes,No,3,Genuine Leather,No,One-time Purchase,No
RESP_0193,25-34,Tier 1,Student,9,Physical Books,Digital Detox,15-30m,2,Social Media/Influencers,Minimalist/Modern,1,0,1,1,Sticky Tabs,0,0,0,0,1,Thriller/Mystery,1-3,3872,554,2323,No,No,5,Handloom Fabric,No,Monthly Surprise Box,No
RESP_0194,25-34,Tier 3,Corporate,8,Physical Books,Escape/Relax,15-30m,1,Social Media/Influencers,Minimalist/Modern,1,0,1,0,None,0,1,1,1,1,Romance,1-3,3132,468,1898,No,Yes,3,Recycled Wood,No,Monthly Surprise Box,No
RESP_0195,35+,Tier 1,Creative/Freelancer,13,Physical Books,Learn/Grow,<15m,4,Bestseller Lists,Traditional Indian/Ikat,1,0,0,0,Digital Notes,0,1,1,1,0,Mythology/History,4-6,5851,574,2916,Yes,Yes,1,Recycled Wood,Yes,One-time Purchase,Maybe
